author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
Новый Адрес,real_estate_agent,https://spb.cian.ru/sale/flat/297080783/,Санкт-Петербург,sale,flat,2,5,1,33.0,-1,0,5150000.0,Московский,Бассейная ,5,Парк Победы,
ПИК,developer,https://spb.cian.ru/sale/flat/293408434/,Санкт-Петербург,sale,flat,2,9,1,35.8,-1,0,14182170.0,Адмиралтейский,Измайловское,к 2.2,Балтийская,Лермонтовский 54 ЖК
ID 28311522,realtor,https://spb.cian.ru/sale/flat/295993227/,Санкт-Петербург,sale,flat,13,13,2,55.0,-1,0,21500000.0,Красногвардейский,Пискаревский проспект,1,Площадь Ленина,Четыре горизонта
ПИА Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/299981281/,Санкт-Петербург,sale,flat,3,5,1,31.6,-1,0,5650000.0,Выборгский,проспект Тореза,80,Удельная,
RBI,developer,https://spb.cian.ru/sale/flat/299536424/,Санкт-Петербург,sale,flat,3,14,1,31.5,-1,0,10800000.0,Фрунзенский,Волковское,,Волковская,Аэронавт ЖК
MARINOVA estate,real_estate_agent,https://spb.cian.ru/sale/flat/303487983/,Санкт-Петербург,sale,flat,6,11,1,36.8,-1,0,14500000.0,Центральный,Днепропетровская ,7,Лиговский проспект,СемьА
ID 118202242,homeowner,https://spb.cian.ru/sale/flat/303779257/,Санкт-Петербург,sale,flat,2,18,1,37.0,-1,0,9399000.0,Московский, Среднерогатская,16к2,Звездная,4YOU
LEGENDA Intelligent Development,developer,https://spb.cian.ru/sale/flat/301553819/,Санкт-Петербург,sale,flat,2,11,2,71.87,-1,0,24359720.0,Красногвардейский, Стахановцев,1,Новочеркасская,"Малоохтинский, 68"
Владислав Рудаков,realtor,https://spb.cian.ru/sale/flat/304224267/,Санкт-Петербург,sale,flat,7,8,3,170.0,-1,0,94900000.0,Центральный,Смольный проспект,17,Новочеркасская,Смольный проспект
BEYOND. ex-Engel Volkers,real_estate_agent,https://spb.cian.ru/sale/flat/289230771/,Санкт-Петербург,sale,flat,6,6,3,142.1,-1,0,39990000.0,Петроградский,проспект Малый Петроградской стороны,16,Спортивная,
РСТИ,developer,https://spb.cian.ru/sale/flat/293496609/,Санкт-Петербург,sale,flat,3,8,1,39.3,-1,0,19118473.0,Петроградский,Петровский проспект,22к2,Крестовский остров,Familia
BEYOND. ex-Engel Volkers,real_estate_agent,https://spb.cian.ru/sale/flat/294562193/,Санкт-Петербург,sale,flat,3,3,3,125.0,-1,0,160000000.0,Петроградский,2-я Березовая аллея,13-15В,Черная речка,
СМИРНОВ и К,real_estate_agent,https://spb.cian.ru/sale/flat/301224486/,Санкт-Петербург,sale,flat,2,9,1,35.3,-1,0,5600000.0,Фрунзенский,Будапештская ,106К2,Дунайская,
LEGENDA Intelligent Development,developer,https://spb.cian.ru/sale/flat/303201498/,Санкт-Петербург,sale,flat,5,12,1,38.65,-1,0,16124780.0,Выборгский,Сампсониевское,,Выборгская,Сампсониевский 32
СТАТУС,real_estate_agent,https://spb.cian.ru/sale/flat/304020915/,Санкт-Петербург,sale,flat,3,11,3,121.0,-1,0,87000000.0,Петроградский,Петровский проспект,11к3,Крестовский остров,Neva Haus
Century 21 Гарант,real_estate_agent,https://spb.cian.ru/sale/flat/299641820/,Санкт-Петербург,sale,flat,9,12,2,47.8,-1,0,8600000.0,Московский,Пулковское шоссе,9К2,Московская,
Sun Development,developer,https://spb.cian.ru/sale/flat/302829859/,Санкт-Петербург,sale,flat,6,7,1,65.36,-1,0,22733515.0,Василеостровский,11-я Васильевского острова линия,56,Василеостровская,Клубный дом Monodom Line
NF GROUP  St Petersburg,real_estate_agent,https://spb.cian.ru/sale/flat/303246917/,Санкт-Петербург,sale,flat,7,7,5,260.0,-1,0,220000000.0,Петроградский,Динамовская ,2,Крестовский остров,
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/300009300/,Санкт-Петербург,sale,flat,7,9,1,29.5,-1,0,5700000.0,Калининский,проспект Просвещения,84К1,Гражданский проспект,
LEGENDA Intelligent Development,developer,https://spb.cian.ru/sale/flat/301555829/,Санкт-Петербург,sale,flat,3,23,2,124.4,-1,0,40193640.0,Выборгский,аллея Академика Лихачева,7,Площадь Мужества,"Институтский, 16"
Мир Квартир Элит,real_estate_agent,https://spb.cian.ru/sale/flat/303582868/,Санкт-Петербург,sale,flat,3,8,2,80.1,-1,0,75000000.0,Петроградский, Эсперова,10,Крестовский остров,Esper Club
BR Group,real_estate_agent,https://spb.cian.ru/sale/flat/303275765/,Санкт-Петербург,sale,flat,1,5,2,44.4,-1,0,5899000.0,Калининский, Демьяна Бедного,24к2,Гражданский проспект,
Унистрой,developer,https://spb.cian.ru/sale/flat/277296353/,Санкт-Петербург,sale,flat,7,10,2,76.8,-1,0,22120000.0,Красногвардейский,шоссе Революции,3к2,Площадь Ленина,Upoint на Пискарёвском
NF GROUP  St Petersburg,real_estate_agent,https://spb.cian.ru/sale/flat/299243392/,Санкт-Петербург,sale,flat,3,3,3,125.0,-1,0,160000000.0,Петроградский,2-я Березовая аллея,13-15,Черная речка,
A-estate,real_estate_agent,https://spb.cian.ru/sale/flat/297473105/,Санкт-Петербург,sale,flat,17,17,1,50.0,-1,0,7700000.0,Московский,Краснопутиловская ,66к2,Московская,
ПИК,developer,https://spb.cian.ru/sale/flat/304314377/,Санкт-Петербург,sale,flat,2,9,2,55.0,-1,0,18752525.0,Адмиралтейский,Измайловское,к 2.2,Балтийская,Лермонтовский 54 ЖК
Вадим Иванов,realtor,https://spb.cian.ru/sale/flat/302370835/,Санкт-Петербург,sale,flat,3,5,3,127.6,-1,0,39900000.0,Выборгский,Большая Озерная ,77,Проспект Просвещения,
ID 28311522,realtor,https://spb.cian.ru/sale/flat/294756969/,Санкт-Петербург,sale,flat,7,7,3,89.0,-1,0,17000000.0,Красносельский, Адмирала Трибуца,7,Ленинский проспект,More
GloraX,developer,https://spb.cian.ru/sale/flat/295950298/,Санкт-Петербург,sale,flat,2,15,1,43.9,-1,0,14229998.0,Красногвардейский,проспект Энергетиков,2к2,,Апарт-отель GloraX Заневский
Северо-Западный Региональный Центр Недвижимости,real_estate_agent,https://spb.cian.ru/sale/flat/303771103/,Санкт-Петербург,sale,flat,16,27,1,30.6,-1,0,8200000.0,Московский,Пулковское шоссе,40К3,Звездная,ЦДС Пулковский 2
Вам к нам,real_estate_agent,https://spb.cian.ru/sale/flat/304195995/,Санкт-Петербург,sale,flat,7,9,3,62.8,-1,0,8500000.0,Калининский, Карпинского,38К2,Академическая,
RBI,developer,https://spb.cian.ru/sale/flat/299131882/,Санкт-Петербург,sale,flat,3,14,2,48.7,-1,0,16000000.0,Фрунзенский,Волковское,,Волковская,Аэронавт ЖК
ID 34997390,unknown,https://spb.cian.ru/sale/flat/304032628/,Санкт-Петербург,sale,flat,12,20,1,37.0,-1,0,10900000.0,Выборгский,проспект Просвещения,15,Проспект Просвещения,
Союз,real_estate_agent,https://spb.cian.ru/sale/flat/302150212/,Санкт-Петербург,sale,flat,9,15,1,32.4,-1,0,4950000.0,Красногвардейский,проспект Ударников,22К4,Ладожская,
GloraX,developer,https://spb.cian.ru/sale/flat/279352014/,Санкт-Петербург,sale,flat,12,14,1,37.1,-1,0,13999999.0,Красногвардейский,проспект Энергетиков,2к1,,GloraX Заневский
Мир Квартир Элит,real_estate_agent,https://spb.cian.ru/sale/flat/302462099/,Санкт-Петербург,sale,flat,3,10,3,118.0,-1,0,49900000.0,Петроградский, Профессора Попова,37к3,Петроградская,Буржуа
ФЛИП,real_estate_agent,https://spb.cian.ru/sale/flat/303928849/,Санкт-Петербург,sale,flat,4,15,2,54.0,-1,0,7000000.0,Красногвардейский,проспект Энергетиков,40,Ладожская,
РСТИ,developer,https://spb.cian.ru/sale/flat/293496464/,Санкт-Петербург,sale,flat,7,8,2,79.7,-1,0,33577598.0,Петроградский,Петровский проспект,22к2,Крестовский остров,Familia
Вам к нам,real_estate_agent,https://spb.cian.ru/sale/flat/302010271/,Санкт-Петербург,sale,flat,4,5,2,70.2,-1,0,18600000.0,Центральный, Маяковского,19/15,Маяковская,
Городское агентство недвижимости,real_estate_agent,https://spb.cian.ru/sale/flat/298961957/,Санкт-Петербург,sale,flat,7,12,2,55.8,-1,0,9000000.0,Выборгский, Хошимина,11к1,Проспект Просвещения,
LEGENDA Intelligent Development,developer,https://spb.cian.ru/sale/flat/301552111/,Санкт-Петербург,sale,flat,2,12,2,59.2,-1,0,21803360.0,Выборгский,Сампсониевское,,Выборгская,Сампсониевский 32
АР НУВО,real_estate_agent,https://spb.cian.ru/sale/flat/303910230/,Санкт-Петербург,sale,flat,3,10,3,100.0,-1,0,62000000.0,Петроградский,Большая Посадская ,12,Горьковская,Собрание
ПИА Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/301379646/,Санкт-Петербург,sale,flat,9,9,2,44.5,-1,0,7150000.0,Фрунзенский, Ярослава Гашека,8К1,Купчино,
AAG,developer,https://spb.cian.ru/sale/flat/298267754/,Санкт-Петербург,sale,flat,5,7,1,39.66,-1,0,19432963.0,Василеостровский,Васильевский,,Василеостровская,Amo
Престиж,real_estate_agent,https://spb.cian.ru/sale/flat/303019719/,Санкт-Петербург,sale,flat,3,10,3,151.0,-1,0,120000000.0,Петроградский,Вязовая ,8,Крестовский остров,Привилегия
Роман Корякин,realtor,https://spb.cian.ru/sale/flat/292155905/,Санкт-Петербург,sale,flat,7,14,1,35.3,-1,0,7690000.0,Приморский,Планерная ,87к1,Комендантский проспект,FoRest Аквилон
Sun Development,developer,https://spb.cian.ru/sale/flat/302829847/,Санкт-Петербург,sale,flat,2,7,2,65.36,-1,0,21061933.0,Василеостровский,11-я Васильевского острова линия,56,Василеостровская,Клубный дом Monodom Line
BEYOND. ex-Engel Volkers,real_estate_agent,https://spb.cian.ru/sale/flat/286484031/,Санкт-Петербург,sale,flat,1,6,5,201.8,-1,0,58000000.0,Петроградский,набережная Мартынова,74Д,Крестовский остров,
Городская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/303301718/,Санкт-Петербург,sale,flat,8,9,2,80.6,-1,0,14800000.0,Василеостровский, Шевченко,23к1,Горный институт,
GloraX,developer,https://spb.cian.ru/sale/flat/292590423/,Санкт-Петербург,sale,flat,4,15,2,41.0,-1,0,14207332.0,Красногвардейский,проспект Энергетиков,2к2,,Апарт-отель GloraX Заневский
ID 29054758,homeowner,https://spb.cian.ru/sale/flat/303882959/,Санкт-Петербург,sale,flat,3,9,2,84.0,-1,0,64000000.0,Петроградский,проезд Петровская коса,6к1,Крестовский остров,Петровская Доминанта
СОФИЯ,real_estate_agent,https://spb.cian.ru/sale/flat/302374051/,Санкт-Петербург,sale,flat,5,9,1,32.1,-1,0,6800000.0,Василеостровский,Наличная ,49,Приморская,
GloraX,developer,https://spb.cian.ru/sale/flat/279351661/,Санкт-Петербург,sale,flat,3,14,2,71.36,-1,0,18649999.0,Красногвардейский,проспект Энергетиков,2к1,,GloraX Заневский
BEYOND. ex-Engel Volkers,real_estate_agent,https://spb.cian.ru/sale/flat/297403314/,Санкт-Петербург,sale,flat,2,4,4,443.0,-1,0,370000000.0,Петроградский,Чкаловское,5,Крестовский остров,
ПРАЙМ недвижимость - Пушкинская,real_estate_agent,https://spb.cian.ru/sale/flat/299595385/,Санкт-Петербург,sale,flat,8,24,2,54.0,-1,0,10690000.0,Приморский,Парашютная ,54,Комендантский проспект,Юбилейный квартал
AAG,developer,https://spb.cian.ru/sale/flat/303278606/,Санкт-Петербург,sale,flat,11,11,1,52.11,-1,0,25575327.0,Красногвардейский,Магнитогорская ,11К,,ALPEN
BEYOND. ex-Engel Volkers,real_estate_agent,https://spb.cian.ru/sale/flat/291683449/,Санкт-Петербург,sale,flat,7,7,4,222.0,-1,0,104900000.0,Петроградский,Каменноостровский проспект,54/31,Петроградская,
ID 96891905,unknown,https://spb.cian.ru/sale/flat/297649286/,Санкт-Петербург,sale,flat,2,5,2,43.0,-1,0,5500000.0,Пушкинский,Школьная ,12,Звездная,
AAG,developer,https://spb.cian.ru/sale/flat/298267662/,Санкт-Петербург,sale,flat,2,7,2,63.32,-1,0,32161177.0,Василеостровский,Васильевский,,Василеостровская,Amo
Престиж,real_estate_agent,https://spb.cian.ru/sale/flat/296488797/,Санкт-Петербург,sale,flat,3,6,3,120.0,-1,0,56000000.0,Петроградский,проспект Малый Петроградской стороны,79-81-83,Петроградская,
Century 21 Гарант,real_estate_agent,https://spb.cian.ru/sale/flat/295458726/,Санкт-Петербург,sale,flat,9,9,3,56.7,-1,0,10990000.0,Московский,Новоизмайловский проспект,3,Электросила,
AAG,developer,https://spb.cian.ru/sale/flat/303634257/,Санкт-Петербург,sale,flat,6,9,1,25.08,-1,0,13953558.0,Петроградский,Пионерская ,53,Чкаловская,Avant
Престиж,real_estate_agent,https://spb.cian.ru/sale/flat/296489208/,Санкт-Петербург,sale,flat,3,6,3,114.0,-1,0,49900000.0,Петроградский,проспект Малый Петроградской стороны,79-81-83,Петроградская,
Просто недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/299253484/,Санкт-Петербург,sale,flat,10,22,1,32.5,-1,0,6800000.0,Московский,Московский проспект,224,Московская,
AAG,developer,https://spb.cian.ru/sale/flat/298267765/,Санкт-Петербург,sale,flat,1,7,2,63.0,-1,0,30162888.0,Василеостровский,20-я Васильевского острова линия,5,Горный институт,Маленькая Франция
House Estate,real_estate_agent,https://spb.cian.ru/sale/flat/298588030/,Санкт-Петербург,sale,flat,4,8,2,65.77,-1,0,24500000.0,Петроградский,Ремесленная ,17,Василеостровская,
4ROOMS,real_estate_agent,https://spb.cian.ru/sale/flat/298437263/,Санкт-Петербург,sale,flat,4,4,2,40.0,-1,0,10500000.0,Петроградский,Резная ,15/4,Чкаловская,
AAG,developer,https://spb.cian.ru/sale/flat/303278612/,Санкт-Петербург,sale,flat,7,11,2,52.72,-1,0,20281647.0,Красногвардейский,Магнитогорская ,11К,,ALPEN
М16,real_estate_agent,https://spb.cian.ru/sale/flat/299179541/,Санкт-Петербург,sale,flat,2,8,4,244.2,-1,0,157000000.0,Петроградский,Кемская ,7,Крестовский остров,Кемская 7
Сбербанк,real_estate_agent,https://spb.cian.ru/sale/flat/303820531/,Санкт-Петербург,sale,flat,25,25,2,57.7,-1,0,8841555.0,Невский, Шелгунова,7к2,Пролетарская,Дом у Речного вокзала
RBI,developer,https://spb.cian.ru/sale/flat/304071200/,Санкт-Петербург,sale,flat,2,16,1,35.3,-1,0,10176280.0,Выборгский,Шувалово-Озерки,,Проспект Просвещения,Струны
BEYOND. ex-Engel Volkers,real_estate_agent,https://spb.cian.ru/sale/flat/299519150/,Санкт-Петербург,sale,flat,3,4,4,280.0,-1,0,392000000.0,Центральный,набережная Кутузова,24,Площадь Ленина,Особняк Кушелева-Безбородко
БрокерЪ Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/302381984/,Санкт-Петербург,sale,flat,4,6,2,50.1,-1,0,13900000.0,Московский,Бассейная ,45,Парк Победы,
Петербургская Недвижимость,representative_developer,https://spb.cian.ru/sale/flat/300317164/,Санкт-Петербург,sale,flat,9,10,1,35.4,-1,0,16567200.0,Выборгский,Манчестерская ,5к1,Удельная,Svetlana Park
BEYOND. ex-Engel Volkers,real_estate_agent,https://spb.cian.ru/sale/flat/291632305/,Санкт-Петербург,sale,flat,4,4,4,135.0,-1,0,165000000.0,Центральный,набережная Кутузова,24,Площадь Ленина,Особняк Кушелева-Безбородко
Этажи Санкт-Петербург,real_estate_agent,https://spb.cian.ru/sale/flat/303907367/,Санкт-Петербург,sale,flat,4,4,1,30.6,-1,0,7950000.0,Василеостровский,проспект Средний Васильевского острова,79к1,Горный институт,
RBI,developer,https://spb.cian.ru/sale/flat/295197899/,Санкт-Петербург,sale,flat,15,16,1,44.5,-1,0,13600000.0,Московский,Ташкентская ,6к2,Московские ворота,Апарт-отель ARTSTUDIO М103
БрокерЪ Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/298519877/,Санкт-Петербург,sale,flat,4,9,3,58.6,-1,0,8700000.0,Приморский,аллея Поликарпова,5,Пионерская,
Century 21 Гарант,real_estate_agent,https://spb.cian.ru/sale/flat/300140391/,Санкт-Петербург,sale,flat,3,5,2,49.4,-1,0,8000000.0,Московский,проспект Юрия Гагарина,38К1,Звездная,
AAG,developer,https://spb.cian.ru/sale/flat/304134340/,Санкт-Петербург,sale,flat,5,9,1,28.2,-1,0,11481319.0,Красногвардейский, Помяловского,,Новочеркасская,Akzent
Анна Жукова,realtor,https://spb.cian.ru/sale/flat/298106414/,Санкт-Петербург,sale,flat,3,9,2,77.0,-1,0,29700000.0,Петроградский,Аптекарский проспект,5,Петроградская,BOTANICA
Экотон,real_estate_agent,https://spb.cian.ru/sale/flat/302085559/,Санкт-Петербург,sale,flat,3,9,2,49.5,-1,0,7600000.0,Калининский,Гражданский проспект,83К1,Академическая,
GloraX,developer,https://spb.cian.ru/sale/flat/303831132/,Санкт-Петербург,sale,flat,8,9,1,31.79,-1,0,12599999.0,Адмиралтейский, Шкапина,15,Балтийская,GloraX Балтийская
NF GROUP  St Petersburg,real_estate_agent,https://spb.cian.ru/sale/flat/289478924/,Санкт-Петербург,sale,flat,1,6,3,201.8,-1,0,58320000.0,Петроградский,набережная Мартынова,74Д,Крестовский остров,
Новый Адрес,real_estate_agent,https://spb.cian.ru/sale/flat/299413284/,Санкт-Петербург,sale,flat,4,10,2,54.6,-1,0,11500000.0,Московский,Пулковская ,2к1,Звездная,
AAG,developer,https://spb.cian.ru/sale/flat/303634475/,Санкт-Петербург,sale,flat,3,9,2,52.76,-1,0,24226600.0,Петроградский,Пионерская ,53,Чкаловская,Avant
М16,real_estate_agent,https://spb.cian.ru/sale/flat/300543910/,Санкт-Петербург,sale,flat,3,6,3,123.86,-1,0,93000000.0,Петроградский,Спортивная ,2,Крестовский остров,Крестовский de luxe
ID 107198004,homeowner,https://spb.cian.ru/sale/flat/297516084/,Санкт-Петербург,sale,flat,10,12,2,52.4,-1,0,9400000.0,Приморский,проспект Королева,30К1,Комендантский проспект,
ПИК,developer,https://spb.cian.ru/sale/flat/294144810/,Санкт-Петербург,sale,flat,5,13,1,33.7,-1,0,10541956.0,Фрунзенский,Волковское,1,Обводный канал,Аэронавт ЖК
Александр Шлюев,realtor,https://spb.cian.ru/sale/flat/292246812/,Санкт-Петербург,sale,flat,5,6,3,145.0,-1,0,34600000.0,Адмиралтейский,Вознесенский проспект,55,Технологический институт,
Суслов недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/303928494/,Санкт-Петербург,sale,flat,2,24,1,41.6,-1,0,6799999.0,Невский, Русановская,17к4,Пролетарская,Ласточкино гнездо
AAG,developer,https://spb.cian.ru/sale/flat/298267775/,Санкт-Петербург,sale,flat,3,12,1,40.9,-1,0,17336323.0,Красногвардейский,проспект Шаумяна,14,Новочеркасская,Alter
Гранит Инвест,real_estate_agent,https://spb.cian.ru/sale/flat/304282774/,Санкт-Петербург,sale,flat,2,5,3,147.1,-1,0,88260000.0,Петроградский,набережная Мартынова,74Б,Крестовский остров,
Century 21 Гарант,real_estate_agent,https://spb.cian.ru/sale/flat/301390423/,Санкт-Петербург,sale,flat,5,5,2,44.2,-1,0,7590000.0,Фрунзенский,Будапештская ,43К3,Проспект Славы,
RBI,developer,https://spb.cian.ru/sale/flat/304071224/,Санкт-Петербург,sale,flat,11,16,2,57.5,-1,0,15933101.0,Выборгский,Шувалово-Озерки,,Проспект Просвещения,Струны
TOP GRADE ESTATE,real_estate_agent,https://spb.cian.ru/sale/flat/303663735/,Санкт-Петербург,sale,flat,15,18,3,106.0,-1,0,21490000.0,Василеостровский,бульвар Александра Грина,2к2,Приморская,Нахимов (Гавань Капитанов)
BR Group,real_estate_agent,https://spb.cian.ru/sale/flat/301405358/,Санкт-Петербург,sale,flat,2,10,1,46.0,-1,0,6899000.0,Невский, Крыленко,45К1,Улица Дыбенко,
Петербургская Недвижимость,representative_developer,https://spb.cian.ru/sale/flat/303002880/,Санкт-Петербург,sale,flat,2,10,2,58.9,-1,0,19613700.0,Выборгский,Манчестерская ,5к1,Удельная,Svetlana Park
Гранит Инвест,real_estate_agent,https://spb.cian.ru/sale/flat/304283140/,Санкт-Петербург,sale,flat,3,8,3,138.7,-1,0,77672000.0,Петроградский,Морской проспект,33,Крестовский остров,Морской 33
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/302721370/,Санкт-Петербург,sale,flat,8,10,2,57.1,-1,0,8800000.0,Приморский,Камышовая ,28К1,Комендантский проспект,
ПИК,developer,https://spb.cian.ru/sale/flat/292688390/,Санкт-Петербург,sale,flat,3,13,1,35.8,-1,0,11540870.0,Выборгский,Кантемировская ,11,Лесная,Кантемировская 11
BEYOND. ex-Engel Volkers,real_estate_agent,https://spb.cian.ru/sale/flat/297829056/,Санкт-Петербург,sale,flat,6,6,4,205.0,-1,0,265000000.0,Петроградский,Спортивная ,2,Крестовский остров,Крестовский de luxe
ID 100788994,homeowner,https://spb.cian.ru/sale/flat/303921713/,Санкт-Петербург,sale,flat,11,14,1,37.0,-1,0,7950000.0,Фрунзенский,проспект Славы,36,Проспект Славы,
ПИК,developer,https://spb.cian.ru/sale/flat/304311013/,Санкт-Петербург,sale,flat,6,12,1,38.3,-1,0,12494609.0,Василеостровский,Гавань,1,Приморская,Шкиперский 19 ЖК
NF GROUP  St Petersburg,real_estate_agent,https://spb.cian.ru/sale/flat/299922056/,Санкт-Петербург,sale,flat,2,9,2,159.3,-1,0,122660000.0,Центральный,набережная Реки Фонтанки,76к2,Звенигородская,Фонтанка 76
КВС,real_estate_agent,https://spb.cian.ru/sale/flat/298898154/,Санкт-Петербург,sale,flat,15,29,2,63.0,-1,0,11000000.0,Невский, Славянская,24,Рыбацкое,Живи! в Рыбацком
AAG,developer,https://spb.cian.ru/sale/flat/298322119/,Санкт-Петербург,sale,flat,2,9,2,76.98,-1,0,26296060.0,Красногвардейский, Помяловского,,Новочеркасская,Akzent
NF GROUP  St Petersburg,real_estate_agent,https://spb.cian.ru/sale/flat/303582472/,Санкт-Петербург,sale,flat,6,10,4,123.0,-1,0,57000000.0,Петроградский,Петровский проспект,5,Спортивная,ОСТРОВ
